timestamp,location_id,pm2_5,pm10,no2,o3,temperature,humidity,wind_speed,latitude,longitude,aqi_pm2_5,aqi_pm10,aqi,aqi_category,processed_at
2024-01-01 12:00:00,LOC_003,23.85460154747382,53.00620861916638,31.658138635191552,67.25739694507355,30.8005605913931,54.97709571266128,8.923793769473855,40.933113221168654,-73.65202830668741,67.0,34.0,67.0,Moderate,2025-07-20 15:51:24.512606
2024-01-01 13:00:00,LOC_003,37.378163119734616,25.146585815429063,30.554754696290004,35.14723092179246,29.427885141400758,56.931081939120176,3.4062083719308234,40.65719766164006,-74.1323419539409,106.0,16.0,106.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-01 14:00:00,LOC_004,9.055723412056329,19.296335259770906,24.226099573301973,45.8971534326424,24.873052370449948,65.94066265281405,0.630434176000575,40.43902924398045,-73.90890461946438,26.0,13.0,26.0,Good,2025-07-20 15:51:24.512606
2024-01-01 15:00:00,LOC_001,19.006249770462272,43.049791287909294,31.414566977115182,46.83712428638376,30.71929865211797,34.304120624845496,0.0686686157932912,40.044881016472715,-73.99622655627536,54.0,28.0,54.0,Moderate,2025-07-20 15:51:24.512606
2024-01-01 16:00:00,LOC_004,25.052436997181832,52.78556231994496,25.626559323301876,42.34578077863949,11.20717217588012,43.60551704403096,1.8064245297964288,40.92011381332263,-73.85404846888795,71.0,34.0,71.0,Moderate,2025-07-20 15:51:24.512606
2024-01-01 17:00:00,LOC_004,25.469805937647422,45.784299659976,27.826759117391575,38.813857585128325,23.485951198609804,85.88942321513557,5.986483553865936,40.47029622269157,-73.52710561061231,72.0,30.0,72.0,Moderate,2025-07-20 15:51:24.512606
2024-01-01 18:00:00,LOC_004,20.499345285207564,49.940715287087244,43.387616722388294,45.231704674000554,18.74825571616836,84.50460643611417,7.809430762942224,40.02899674433595,-74.44426447349859,58.0,32.0,58.0,Moderate,2025-07-20 15:51:24.512606
2024-01-01 19:00:00,LOC_003,31.22849932347499,23.64807367145809,40.72368841432278,9.613046977363776,28.46882103884914,76.87743884434153,1.7531294862687377,40.689821071328765,-73.92603848249837,88.0,15.0,88.0,Moderate,2025-07-20 15:51:24.512606
2024-01-01 20:00:00,LOC_002,14.323795706174057,13.672839998872345,19.60335010457922,48.184833880751576,18.847757674478025,31.164074737092925,3.422462908215306,40.48183725357626,-73.63697122074971,40.0,9.0,40.0,Good,2025-07-20 15:51:24.512606
2024-01-01 21:00:00,LOC_001,23.576205149787064,57.5200047793323,36.6378593430334,41.51413484394361,16.15057111589919,49.62040610976612,2.7332909210782033,40.12434531744241,-74.01861728825158,67.0,37.0,67.0,Moderate,2025-07-20 15:51:24.512606
2024-01-01 22:00:00,LOC_002,26.20295631711899,30.159802417367963,36.49117243593274,37.330301238660816,25.4090851856099,67.67752412057447,2.642596050254687,40.21427180931026,-74.42147281405843,74.0,20.0,74.0,Moderate,2025-07-20 15:51:24.512606
2024-01-01 23:00:00,LOC_004,30.14438834058749,31.23750475317429,20.813893689979054,64.56234634863469,28.761691671912327,46.51141270640854,1.315589377605886,40.06449068045585,-73.93946064758323,85.0,20.0,85.0,Moderate,2025-07-20 15:51:24.512606
2024-01-02 00:00:00,LOC_004,32.1161487808889,54.92291212773587,36.55022115003889,31.900791774513372,13.316548051531983,84.57520170322664,0.7330606107905774,40.57429353970857,-74.16792610917618,91.0,36.0,91.0,Moderate,2025-07-20 15:51:24.512606
2024-01-02 01:00:00,LOC_002,13.753579081621307,43.343450141009896,42.30345534730042,35.16308813121963,19.38924328647624,68.0333677099465,1.0950639622354132,40.62202947925201,-74.34505821466206,39.0,28.0,39.0,Good,2025-07-20 15:51:24.512606
2024-01-02 02:00:00,LOC_002,9.658858292643778,41.83831658122411,21.01964155004469,63.89863962645681,9.415593663583472,34.31440303898674,0.2846107290437292,40.50574229835544,-73.65096548671653,27.0,27.0,27.0,Good,2025-07-20 15:51:24.512606
2024-01-02 03:00:00,LOC_002,37.77676821898509,67.47503517351626,22.659977431885892,30.01526434180172,-4.980610174929396,84.54033533014218,1.1040485206746449,40.817102133002614,-73.97840048700888,107.0,44.0,107.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-02 04:00:00,LOC_004,28.323140119795916,25.347226544297854,38.14129173474802,33.398616604761536,22.004596314137288,87.46599949057335,0.046217436637781814,40.86100882130801,-73.56672358762093,80.0,16.0,80.0,Moderate,2025-07-20 15:51:24.512606
2024-01-02 05:00:00,LOC_004,17.515134634434464,48.917601921218555,32.17196248660518,38.2356949188298,26.08905356254632,34.66274510350353,4.934349312543481,40.615624396683124,-73.69398349539694,49.0,32.0,49.0,Good,2025-07-20 15:51:24.512606
2024-01-02 06:00:00,LOC_001,40.51151975522523,35.855196873456265,34.41181020191618,50.08881378555459,22.620668090867255,61.94161409167889,1.9017317661905873,40.01275647970743,-73.80702820622633,114.0,23.0,114.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-02 07:00:00,LOC_001,26.156746342928585,39.02888418294886,32.72471373120398,42.49363008823976,0.5043828224563285,48.20185693285023,18.086462550411607,40.69522965574774,-74.49497449663468,74.0,25.0,74.0,Moderate,2025-07-20 15:51:24.512606
2024-01-02 08:00:00,LOC_004,36.792971840638266,57.927026396187976,33.125567367425155,24.48849583417285,16.491505699235255,53.57034458888414,1.0766027222649703,40.41799921692035,-74.07217654336175,104.0,38.0,104.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-02 09:00:00,LOC_002,25.67518481410109,42.61753634434436,19.388222973511336,33.61397724247372,-2.1834776005108125,40.77907307732051,2.1219291848239608,40.565557483226385,-74.30251371834797,73.0,28.0,73.0,Moderate,2025-07-20 15:51:24.512606
2024-01-02 10:00:00,LOC_002,45.60747924881987,43.07444118574449,38.378541652971585,32.711746801453465,33.69701107654185,64.68432612074474,2.214597947241836,40.649080602018884,-73.58920208895113,129.0,28.0,129.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-02 11:00:00,LOC_001,42.55340842443204,51.087610059647034,39.35671993942219,39.07334745732345,9.13945417881914,87.47876119493344,0.04243706231678861,40.35023661432707,-74.32541601532364,120.0,33.0,120.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-02 12:00:00,LOC_004,22.510358515209266,29.52570905685672,28.16487404745578,45.11012390355795,32.55403609459896,60.18435601629655,9.138216913305165,40.91709850517179,-74.21393994834071,64.0,19.0,64.0,Moderate,2025-07-20 15:51:24.512606
2024-01-02 13:00:00,LOC_001,34.71570950954356,22.411854989914904,29.6521844014891,45.01846907065566,29.458696436841457,34.97487488366887,0.16258734365268104,40.13397486674978,-73.9831632322655,98.0,15.0,98.0,Moderate,2025-07-20 15:51:24.512606
2024-01-02 14:00:00,LOC_001,31.453759495851475,19.327862089684494,17.751139979554225,18.687858951419173,10.994096474639383,67.2000800086445,14.082062314915525,40.671511807281036,-74.23663638100192,89.0,13.0,89.0,Moderate,2025-07-20 15:51:24.512606
2024-01-02 15:00:00,LOC_003,38.68631557532349,5.504651159359973,34.11403804814268,52.767291850730274,8.67215048732255,50.41337966707542,11.131563624954378,40.00435957995658,-74.29013532272089,109.0,4.0,109.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-02 16:00:00,LOC_003,15.350765394198955,65.84310694910484,34.576459533713155,43.03082615195948,23.503702163863384,81.35551137547787,3.834204519712299,40.92465110540518,-73.90090067489724,43.0,43.0,43.0,Good,2025-07-20 15:51:24.512606
2024-01-02 17:00:00,LOC_003,31.86051459998439,18.451874514174754,29.50247186400551,56.61438457112688,11.55675962816929,56.080688898988214,3.9218798270213013,40.11250413323809,-74.41107047724498,90.0,12.0,90.0,Moderate,2025-07-20 15:51:24.512606
2024-01-02 18:00:00,LOC_002,35.58424486849588,31.68119564621342,38.99482687896402,45.33037992748806,21.024846421582076,41.57037653653474,5.303374343245907,40.09488423014758,-74.44183224127907,101.0,21.0,101.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-02 19:00:00,LOC_004,7.412605135768857,30.84780050166619,27.327382152160475,53.21587549282914,15.171724091930816,41.466337361468696,2.447359659561792,40.33300763305225,-74.12775470481392,21.0,20.0,21.0,Good,2025-07-20 15:51:24.512606
2024-01-02 20:00:00,LOC_004,13.16741487334225,39.61110046713651,34.5168474071488,45.59854373740152,2.188415855343667,76.12585084326963,5.2095855920141165,40.37356628603908,-73.77933554549213,37.0,26.0,37.0,Good,2025-07-20 15:51:24.512606
2024-01-02 21:00:00,LOC_004,4.607678222398995,47.23605818808945,21.842685290463073,56.15470907443298,-2.3046801912445893,45.935255898441596,0.22900721486151393,40.21430007232288,-73.94519324172605,13.0,31.0,31.0,Good,2025-07-20 15:51:24.512606
2024-01-02 22:00:00,LOC_004,22.305931655554424,47.90710232539618,29.811582793006096,46.26700763221334,22.266842484945972,76.03400364955337,0.27781528616657364,40.58512166092712,-74.07712353153322,63.0,31.0,63.0,Moderate,2025-07-20 15:51:24.512606
2024-01-02 23:00:00,LOC_003,32.17542255795962,26.25383842146592,28.605165936777315,38.825017042685154,14.384422536693746,42.353238645995965,3.0553519731613243,40.44291409804196,-73.93424843577542,91.0,17.0,91.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 00:00:00,LOC_002,40.02357052096028,32.49317429320383,31.802463376327534,67.26921664536258,14.469101830858676,49.301182122078565,3.988343586917403,40.03417558904109,-74.13454851534672,113.0,21.0,113.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-03 01:00:00,LOC_002,25.740947804197752,39.2386992573245,27.04378456933313,50.66844546735871,26.958638390937853,57.92921834638196,10.93814760249315,40.3196520622553,-73.56385366456789,73.0,25.0,73.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 02:00:00,LOC_003,41.286155455712915,31.269633107246793,28.948219234626656,46.88493305205296,31.73442276632445,86.59175098160705,0.5527622629333492,40.81043291357317,-74.44509510908922,117.0,20.0,117.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-03 03:00:00,LOC_002,11.198985417851086,59.110183640299894,36.60837737153205,24.68434700153997,17.274552786381907,85.90388548522948,8.648092050865037,40.68970153486187,-73.82660852097017,32.0,38.0,38.0,Good,2025-07-20 15:51:24.512606
2024-01-03 04:00:00,LOC_003,7.966175606448452,42.36462427457377,26.50588610209426,24.540308590437547,16.594012930901386,42.41231252533727,1.178911279696275,40.72487085357988,-73.60871733517224,23.0,28.0,28.0,Good,2025-07-20 15:51:24.512606
2024-01-03 05:00:00,LOC_004,24.444523011033812,46.02316679074726,17.147383194090565,43.51258578570224,25.001430331138838,51.49314247458437,2.505066681426538,40.69811692408352,-73.69611529126475,69.0,30.0,69.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 06:00:00,LOC_003,28.840654489393074,44.94321903001119,43.99667123364337,41.74625437321889,6.430644303004247,38.96396330722634,1.9033925106088423,40.310973021383035,-74.31595896517855,81.0,29.0,81.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 07:00:00,LOC_004,24.67305251905907,52.60210786227987,41.051632629523894,32.630529219900204,22.23153054747697,60.59910475880983,2.5554222268320497,40.09966392207678,-74.20407365101971,70.0,34.0,70.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 08:00:00,LOC_004,4.325578999601234,37.7153233805556,19.661898439155053,41.69179239534472,25.51885971822154,57.63495304167999,0.8155101919082237,40.2724671840331,-73.78295206129289,12.0,24.0,24.0,Good,2025-07-20 15:51:24.512606
2024-01-03 09:00:00,LOC_001,24.108799604872114,15.547520780662303,35.517662441961555,59.06352313652315,26.80230208417629,84.04560974704395,3.5015647111105066,40.83178530018516,-74.41572944081923,68.0,10.0,68.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 10:00:00,LOC_003,11.955304994951469,40.99531927628962,25.976201835589254,48.34482969460358,0.6324729749753502,85.80032266746436,8.088423868321298,40.98047079778307,-73.68813830016741,34.0,27.0,34.0,Good,2025-07-20 15:51:24.512606
2024-01-03 11:00:00,LOC_001,31.696725488300384,25.229646593122567,32.107897722648474,26.30789788296714,12.386447301910593,53.01404346043753,2.9128077913034045,40.49384701474156,-73.7810930553952,90.0,16.0,90.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 12:00:00,LOC_003,28.665982460968483,27.070749773753647,32.35379303210795,38.661894074284675,11.217367471765334,59.504276581139365,3.3727418377699476,40.00970035492304,-73.77039335076466,81.0,18.0,81.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 13:00:00,LOC_003,15.601202136726448,43.7954602813264,28.124737597469423,30.340402229769268,20.99886954409213,83.77417494876798,9.444687275766888,40.14004481213423,-74.3997586297324,44.0,28.0,44.0,Good,2025-07-20 15:51:24.512606
2024-01-03 14:00:00,LOC_001,19.861330826633065,53.57424607150453,23.729874675308828,35.34760100309727,24.80744579767984,78.40246846470369,6.121866000096771,40.322080575316264,-73.78223945518377,56.0,35.0,56.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 15:00:00,LOC_001,14.407864781110485,35.319073651040924,24.475671581469925,35.03661201244429,34.96710407445981,30.219378680678957,3.3711797376761736,40.57858534859295,-73.82018187478003,41.0,23.0,41.0,Good,2025-07-20 15:51:24.512606
2024-01-03 16:00:00,LOC_003,24.37320902726828,39.63249518898446,22.67046467615006,34.26825300875194,15.05034519631927,49.20357385101495,1.489979711359972,40.07509364580531,-73.66907750917815,69.0,26.0,69.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 17:00:00,LOC_002,34.551423205012384,60.533224169528566,23.345422334156442,24.938375536319263,15.024275016907861,55.306454516167555,10.810931847251226,40.943357298709884,-74.45840404374353,98.0,39.0,98.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 18:00:00,LOC_004,15.142739536644562,38.61129769232853,29.462573679605157,38.468143821781716,31.49672018878747,43.782977020993904,4.302156660229775,40.3650836732844,-74.4768893315322,43.0,25.0,43.0,Good,2025-07-20 15:51:24.512606
2024-01-03 19:00:00,LOC_001,30.040465155178445,74.02524671270592,24.273920087113986,33.27270835783228,22.96576938530305,41.97429695375632,1.2496686886476627,40.912584217924824,-74.12699290012144,85.0,48.0,85.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 20:00:00,LOC_004,19.69742381627559,43.482644684473165,35.45641652570096,4.846615719972782,32.67651511187974,32.26707039574078,1.5675282647530253,40.78052180275702,-74.35121171615084,56.0,28.0,56.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 21:00:00,LOC_002,17.071271677376558,8.588558612662734,41.89796924268742,64.63566429401996,22.887280030098363,68.60218350418563,8.126136784533081,40.75543727251558,-73.94161552242977,48.0,6.0,48.0,Good,2025-07-20 15:51:24.512606
2024-01-03 22:00:00,LOC_002,23.92969640045442,46.30012431656799,25.359574069039656,53.06523585060006,8.42883381286729,45.75061742898994,0.22574819560733195,40.60671957978223,-73.58265109849324,68.0,30.0,68.0,Moderate,2025-07-20 15:51:24.512606
2024-01-03 23:00:00,LOC_002,14.64757677580626,40.71737577324167,31.915236004283017,35.48439130090005,6.668716452221934,33.140830705878784,24.19952012268837,40.626783817051844,-74.10852026966599,41.0,26.0,41.0,Good,2025-07-20 15:51:24.512606
2024-01-04 00:00:00,LOC_001,19.463506946528177,54.34629131124119,33.997480882423474,40.22582859688718,4.48487750941071,43.85875863168382,0.698331893067655,40.638003235216246,-73.65504962272739,55.0,35.0,55.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 01:00:00,LOC_002,13.021221074111516,45.097720269049375,33.776018167354195,25.940147832189258,26.62051834758473,78.11483717016759,7.949856251882192,40.628721387025585,-74.49975912548213,37.0,29.0,37.0,Good,2025-07-20 15:51:24.512606
2024-01-04 02:00:00,LOC_001,44.64725132916389,32.92316024024339,30.6076421433287,60.34867453373038,31.88596823087008,81.0893508987928,2.5107775632893246,40.55372823139836,-74.33148535654081,126.0,21.0,126.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-04 03:00:00,LOC_002,25.352635519717285,16.635526455659512,35.94145934687778,62.76746433727734,38.493621413863806,58.98397471159816,3.3884973981575217,40.98641401848289,-74.46957646034592,72.0,11.0,72.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 04:00:00,LOC_004,18.002744920074143,31.864651140709622,33.85799162144526,41.88032473895829,28.4310533232324,54.96424022452117,10.628498823109442,40.73229056742569,-74.17185281948493,51.0,21.0,51.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 05:00:00,LOC_004,27.13979910734222,22.242193186860497,20.098700621381617,52.28236773022414,31.62838577534986,88.6712216101069,2.662895875896607,40.776946388392524,-73.5918104043035,77.0,14.0,77.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 06:00:00,LOC_003,23.876719503091703,26.29214825292916,36.95324851511418,42.10344134720709,14.199836673463153,42.033879575284196,3.855476082747358,40.87246281508367,-74.40304787640102,67.0,17.0,67.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 07:00:00,LOC_004,22.79030400466777,43.82867606630914,37.09832669813394,23.959294733488832,8.435841832561433,42.92155697127651,0.25278184260048686,40.21563976272585,-73.8935902232562,64.0,28.0,64.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 08:00:00,LOC_003,31.141667000434254,60.04856756527109,23.893711166571347,35.05811957243611,28.500793324175532,47.512030622183985,0.011751167519305772,40.08380415909506,-74.04850406088056,88.0,39.0,88.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 09:00:00,LOC_004,32.57507710047305,40.920072947344714,30.303502683580817,41.583135601263486,24.176807522394007,40.36543909686524,1.4038624799288637,40.4828944365986,-73.56153178763418,92.0,27.0,92.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 10:00:00,LOC_001,19.694988523894725,17.061754069472236,35.466631942488554,34.54542737507867,21.074443743408924,52.761935892251195,5.706290553611481,40.51408069561927,-74.3774808574629,56.0,11.0,56.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 11:00:00,LOC_004,19.2418175935532,41.66904002330211,28.325489443365107,37.37616067077957,23.8737148063299,84.65005361938523,0.6463589217349437,40.82918177994992,-74.28797214949778,54.0,27.0,54.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 12:00:00,LOC_003,22.24948302848356,52.94947229968477,38.58382438212809,38.90320530989062,23.231854824582058,66.92087043771446,0.6038484747071202,40.44378357928234,-74.4704580313885,63.0,34.0,63.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 13:00:00,LOC_003,1.9807883526441508,25.853256435209268,48.91097995695489,39.02945802561447,32.83816859853562,54.71679291673582,2.6463110908556375,40.57085302554431,-74.06606475036862,6.0,17.0,17.0,Good,2025-07-20 15:51:24.512606
2024-01-04 14:00:00,LOC_002,9.848089378014478,32.989742499906235,23.712111738920143,40.6271018859698,32.94985584816956,86.06464767427289,5.218306260084527,40.52707093851346,-74.22216710043534,28.0,21.0,28.0,Good,2025-07-20 15:51:24.512606
2024-01-04 15:00:00,LOC_001,38.66874267444525,35.22032292093795,18.9516431747698,27.27273920324079,25.44220352340347,32.90785394854934,6.225224015888809,40.03820278375739,-73.63009406610968,109.0,23.0,109.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-04 16:00:00,LOC_004,41.449677135012834,23.2265253037664,32.430548764839,31.395806210464766,28.458028725629283,42.616570674111685,0.9828164980241955,40.61521489659691,-73.89505918680224,117.0,15.0,117.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-04 17:00:00,LOC_002,22.509639604436217,44.72420650765788,35.772500041009145,24.58498881160037,25.14062552424776,63.95331630610554,0.41467021605790716,40.82804328577425,-73.8859092620243,64.0,29.0,64.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 18:00:00,LOC_004,30.765569630557664,33.18577777088328,28.153069009241847,51.7337865962344,15.388302679653812,66.93315739159075,14.100249700673803,40.1575005480758,-73.9680893031187,87.0,22.0,87.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 19:00:00,LOC_004,28.11250154543536,41.292986658605415,41.62608530656827,14.732236697916107,27.5656467491314,32.37345039375679,1.5100300773436506,40.594331733926595,-74.4081496627708,79.0,27.0,79.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 20:00:00,LOC_002,55.78880808455238,21.6876173329685,19.29115360221401,53.84308411980311,6.055049311407384,54.18232547442793,9.598413005947029,40.59361054444641,-74.05498131627465,158.0,14.0,158.0,Unhealthy,2025-07-20 15:51:24.512606
2024-01-04 21:00:00,LOC_002,36.195749114345766,28.438125495148842,35.54334898425289,56.63619276715412,30.53891552295883,68.94923788985236,9.956840161732604,40.16418496405636,-73.50049481029149,102.0,18.0,102.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-04 22:00:00,LOC_002,23.720824085192334,45.83572036741657,25.15311343392885,36.373832956208545,8.05477060233965,71.8842327842041,7.403521749864451,40.12346357373074,-73.66477070915398,67.0,30.0,67.0,Moderate,2025-07-20 15:51:24.512606
2024-01-04 23:00:00,LOC_002,15.444595593995743,29.407502718623494,43.75502324965837,8.762354946072417,22.85803286794733,68.28839415097616,0.9246263575109331,40.98005194297649,-73.60654094583289,44.0,19.0,44.0,Good,2025-07-20 15:51:24.512606
2024-01-05 00:00:00,LOC_002,8.935536797424277,60.904457768501075,45.94012282534494,35.66427325639251,11.548460415738411,49.23379346165547,8.624284764176501,40.39371916965304,-73.6767736407535,25.0,40.0,40.0,Good,2025-07-20 15:51:24.512606
2024-01-05 01:00:00,LOC_004,27.03463635867223,29.005457215780964,23.866747297733216,39.22979006453417,25.53388983074427,35.611207415874574,7.332114145921434,40.22742172872353,-74.39695830656902,76.0,19.0,76.0,Moderate,2025-07-20 15:51:24.512606
2024-01-05 02:00:00,LOC_002,17.436492547156966,38.37027088627829,25.60354291273136,27.872821360853038,19.66074774072091,55.626746785160044,4.5406579185108145,40.17132454445437,-74.2725517459352,49.0,25.0,49.0,Good,2025-07-20 15:51:24.512606
2024-01-05 03:00:00,LOC_001,10.777462904023258,48.98886247809635,36.876703095838415,33.81737927430109,4.052440418366675,37.72526624208333,2.0564253199856806,40.66760171358324,-74.49687834864359,30.0,32.0,32.0,Good,2025-07-20 15:51:24.512606
2024-01-05 04:00:00,LOC_003,18.534271157574736,13.724514006004526,26.902954801683883,58.36234238636021,24.20699631018479,86.85741951124002,1.5225042881915676,40.60944529732728,-74.19648987512188,52.0,9.0,52.0,Moderate,2025-07-20 15:51:24.512606
2024-01-05 05:00:00,LOC_002,14.18451996385605,8.587867820288363,29.636710256542095,47.979125947620894,14.220792231672894,58.510251961357696,0.6499125558324793,40.643552122987415,-74.3913925976535,40.0,6.0,40.0,Good,2025-07-20 15:51:24.512606
2024-01-05 06:00:00,LOC_002,41.871416350725646,12.11515528144858,30.20310736433928,28.9052306274628,28.811467208133692,49.03555046141206,3.564271144508582,40.088006027511454,-74.02720665469842,118.0,8.0,118.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-05 07:00:00,LOC_004,33.816397569494505,53.93876155140773,14.64261475041875,20.828809964854813,20.013256887344074,75.978244267134,4.400527860497482,40.893534583498436,-73.8228725114261,96.0,35.0,96.0,Moderate,2025-07-20 15:51:24.512606
2024-01-05 08:00:00,LOC_002,24.920273586833826,26.722127811613298,29.889298031246103,36.07579218868275,23.954209853880382,59.876915554935835,2.2262740415425335,40.38926639680905,-73.62549470496192,70.0,17.0,70.0,Moderate,2025-07-20 15:51:24.512606
2024-01-05 09:00:00,LOC_002,39.79944138890026,73.37298928502378,24.482177807486607,37.438518647794744,10.424310449847882,48.602041440747,3.2252059441142733,40.31336940643036,-73.7507828349091,112.0,48.0,112.0,Unhealthy for Sensitive Groups,2025-07-20 15:51:24.512606
2024-01-05 10:00:00,LOC_002,25.773683076476182,26.536286020139173,26.055017420801825,45.95439024835979,14.106677685726382,78.7180645434481,2.2589678754925897,40.46236144724774,-73.5614144042215,73.0,17.0,73.0,Moderate,2025-07-20 15:51:24.512606
2024-01-05 11:00:00,LOC_004,16.387157986717362,37.768269547955555,41.54905602775051,33.576199449188096,15.413613638989155,82.02912906006732,5.122248816979091,40.390066065747625,-74.44610170960621,46.0,25.0,46.0,Good,2025-07-20 15:51:24.512606
